alpha,rmse,f1
0.0,2.2901674618699723,0.0
0.1,2.0933079922652573,0.0
0.3,1.711422705243758,0.0
0.5,1.356409172567804,0.0
0.7,1.0557333246081781,0.030418250950570342
0.9,0.8678414047568537,0.3022508038585209
1.0,0.8419500846658826,0.5105263157894737
